Num of Titles (Active),Dewey Classification Top Line,Dewey Classification
4,005,005.7402854678
1,005,005.7403
1,005,005.7405
2,005,005.7406
8,005,005.74068
1,005,005.74068/4
26,005,005.741
1,005,005.741024
1,005,005.741024775
1,005,005.7422gerDNB
16,005,005.743
9,005,005.745
1,005,005.745076
15,005,005.746
83,005,005.75
3,005,005.75/3
2,005,005.75/4
30,005,005.75/6
1,005,005.75/6 21
112,005,005.75/65
1,005,005.75/65 21
1,005,005.75/65 22
0,005,005.75/65/0285514
10,005,005.75/7
4,005,005.75/75
29,005,005.75/8
1,005,005.75/8 22
113,005,005.75/85
1,005,005.75/85 21
4,005,005.75/92
1,005,005.753
4,005,005.754
0,005,005.754076
61,005,005.756
1,005,005.756/5
1,005,005.75603
260,005,005.7565
1,005,005.7565076
10,005,005.757
30,005,005.7575
1,005,005.7575076
58,005,005.758
178,005,005.7585
1,005,005.7585076
2,005,005.759
1,005,005.76
2223,005,005.8
1,005,005.8 22
1,005,005.8/
1,005,005.8/03
3,005,005.8/05
1,005,005.8/068
5,005,005.8/076
1,005,005.8/092
1,005,005.8/0973
94,005,005.8/2
2,005,005.8/2 22
6,005,005.8/24
1,005,005.8/2409
1,005,005.8/3
4,005,005.8/4
13,005,005.8/6
3,005,005.8/7
2,005,005.8003
1,005,005.8011
2,005,005.8019
1,005,005.802/18
4,005,005.80218
1,005,005.8023
1,005,005.8023/73
3,005,005.8068
1,005,005.807
1,005,005.8071
18,005,005.8076
12,005,005.8092
1,005,005.809481
1,005,005.809595
2,005,005.80973
226,005,005.82
1,005,005.820151
0,005,005.8201512
1,005,005.82021873
3,005,005.8205
1,005,005.822
2,005,005.822gerDNB
1,005,005.823
37,005,005.824
1,005,005.83
12,005,005.84
16,005,005.86
6,005,005.87
1,005,005.9
1,005,005/.01/9
1,005,005/.068/7
1,005,005/.3/1
2,005,005/.74
1,005,0053.9747
1,005,0056.2/76
256,006,006
1,006,"006,3"
1,006,006.05
1,006,006.1
1,006,006.1092368
1,006,006.13/2
5,006,006.2
10,006,006.2/2
1,006,006.2/45
52,006,006.22
0,006,006.22068
2,006,006.245
3,006,006.248
1,006,006.248392
1,006,006.25
2282,006,006.3
1,006,006.3 /12
1,006,006.3 22
0,006,006.3/01
3,006,006.3/01/5113
1,006,006.3/01/51132
1,006,006.3/01/5118
1,006,006.3/01/9
1,006,006.3/0151
1,006,006.3/05
1,006,006.3/072
126,006,006.3/1
1,006,006.3/1 21
0,006,006.3/10151252
0,006,006.3/1015181
1,006,006.3/10727
70,006,006.3/12
1,006,006.3/12 22
1,006,006.3/120151
70,006,006.3/2
2,006,006.3/2 21
1,006,006.3/2/0151
1,006,006.3/2/05
1,006,006.3/2/0922
116,006,006.3/3
1,006,006.3/3 21
1,006,006.3/3/015115
3,006,006.3/3/05
5,006,006.3/31
24,006,006.3/32
19,006,006.3/33
1,006,006.3/36
1,006,006.3/37
64,006,006.3/5
2,006,006.3/5/015113
96,006,006.3/7
2,006,006.3/7 21
1,006,006.3/7/01516
1,006,006.3/70151
0,006,006.3/703
3,006,006.3/823
3,006,006.3/824
2,006,006.3/842
3,006,006.3/843
16,006,006.301
0,006,006.301/12
2,006,006.301/13
1,006,006.301/509233
1,006,006.301/51
1,006,006.301/51133
1,006,006.30112
2,006,006.3015
1,006,006.30151
0,006,006.3015113
2,006,006.30151132
1,006,006.301511322
2,006,006.3015118
1,006,006.3015181
1,006,006.3019
1,006,006.30247948
8,006,006.30285436
1,006,006.302855133
1,006,006.30286
1,006,006.305
1,006,006.309
1,006,006.30954
376,006,006.31
1,006,006.310151
1,006,006.31015196
313,006,006.312
2,006,006.31222gerDNB
151,006,006.32
1,006,006.32 21
1,006,006.3201511313
1,006,006.322gerDNB
133,006,006.33
0,006,006.330151
1,006,006.3302462
6,006,006.331
26,006,006.332
1,006,006.3322gerDNB
9,006,006.333
4,006,006.336
173,006,006.35
1,006,006.350287
1,006,006.35076
216,006,006.37
0,006,006.37 22
1,006,006.37015118
1,006,006.3701519233
1,006,006.37024150287
7,006,006.38
2,006,006.382
1,006,006.3822
10,006,006.3823
5,006,006.3824
1,006,006.3842
27,006,006.3843
1,006,006.3v
240,006,006.4
1,006,006.4/01/5116
38,006,006.4/2
1,006,006.4/2/01516
2,006,006.4/24
2,006,006.4/25
6,006,006.4/5
25,006,006.4/54
1,006,006.4/54 22
1,006,006.401/515353
1,006,006.4015116
1,006,006.4015152433
1,006,006.40218
56,006,006.42
0,006,006.4201516
1,006,006.420285631
3,006,006.424
1,006,006.425
10,006,006.45
48,006,006.454
63,006,006.5
1,006,006.5 21
2,006,006.5/4
1,006,006.54
565,006,006.6
1,006,006.6 21
1,006,006.6 22
1,006,006.6//96
5,006,006.6/01/516
1,006,006.6/01/516 21
1,006,006.6/01/9
2,006,006.6/05
1,006,006.6/2
19,006,006.6/6
1,006,006.6/6 21
1,006,006.6/6/01516
6,006,006.6/63
2,006,006.6/633
1,006,006.6/7
1,006,006.6/76
1,006,006.6/773
7,006,006.6/8
1,006,006.6/836
46,006,006.6/86
1,006,006.6/86 22
1,006,006.6/865
3,006,006.6/8682
2,006,006.6/8682 22
17,006,006.6/869
7,006,006.6/9
37,006,006.6/93
1,006,006.6/9301551
1,006,006.6/930285536
127,006,006.6/96
2,006,006.6/96 21
11,006,006.6/96 22
1,006,006.6/96/05
2,006,006.601
2,006,006.601/51
0,006,006.601/515353
1,006,006.601/51564
2,006,006.601/516
4,006,006.60151
1,006,006.60151142
3,006,006.60151257
1,006,006.60151563
3,006,006.601516
1,006,006.601516352
1,006,006.602
1,006,006.60285
11,006,006.605
1,006,006.609
1,006,006.62
1,006,006.63
10,006,006.66
1,006,006.66/96
3,006,006.663
6,006,006.6633
1,006,006.6696
3,006,006.67
1,006,006.675
0,006,006.6768
1,006,006.6773
24,006,006.68
1,006,006.684
178,006,006.686
1,006,006.686 22
0,006,006.68602472
1,006,006.68602477
4,006,006.686024775
1,006,006.6865
3,006,006.68682
60,006,006.6869
1,006,006.689
0,006,006.6896
5,006,006.69
58,006,006.693
1,006,006.69302473
1,006,006.69302474692
0,006,006.6930285536
0,006,006.694
184,006,006.696
1,006,006.696 21
1,006,006.696 22
0,006,006.69602373
1,006,006.6960243
634,006,006.7
2,006,006.7 22
1,006,006.7 UKW
69,006,006.7/4
2,006,006.7/5
9,006,006.7/52
29,006,006.7/54
98,006,006.7/6
1,006,006.7/6 21
2,006,006.7/7
1,006,006.7/762
1,006,006.7/776
1,006,006.7/784
70,006,006.7/8
1,006,006.7/8 22
16,006,006.7/86
0,006,006.7/86 22
6,006,006.7/876
4,006,006.7/876 22
27,006,006.7/882
1,006,006.701
1,006,006.701/9
5,006,006.7019
0,006,006.7023
1,006,006.7024/65
3,006,006.703
1,006,006.7068
1,006,006.7068/4
1,006,006.7068/5
1,006,006.70684
1,006,006.7071
2,006,006.72
130,006,006.74
5,006,006.75
28,006,006.752
40,006,006.754
1,006,006.7540846
1,006,006.7540875
433,006,006.76
1,006,006.76024378
1,006,006.760287
1,006,006.760681
1,006,006.77
1,006,006.775
2,006,006.776
1,006,006.7768
2,006,006.7776
1,006,006.7782
149,006,006.78
1,006,006.78076
57,006,006.786
0,006,006.7862
1,006,006.7865
4,006,006.7869
20,006,006.7876
1,006,006.78769
23,006,006.7882
122,006,006.8
0,006,006.8019
1,006,006.80952
1,006,006658.830285
0,007,007.109234
1,007,007.52
1,007,0079/.51
0,008,0081.54213
0,009,009.378
15,010,010
1,010,010.1
1,010,010.3
3,010,010.4
1,010,010.42
1,010,010.44
7,010,010.5
1,010,010.6
1,010,010.60755
1,010,010.6242
2,010,010.72/7
5,010,010.727
1,010,010.8205
2,010,010.92
0,010,010.922
1,010,010.947
1,010,010/.42
2,010,010/.44
0,010,010/.4409
1,010,010/.6/0755
1,010,010/.8
14,011,011
4,011,011.02
2,011,011.1
0,011,011.2957
1,011,011.30973541
9,011,011.31
0,011,011.310942659
0,011,011.310973
2,011,011.34
4,011,011.35
1,011,011.37
1,011,011.42
1,011,011.420946763
9,011,011.62
1,011,011.62/079
2,011,011.62/5
1,011,011.6207973
2,011,011.62088296
1,011,011.620971
1,011,011.63
3,011,011.7
1,011,011.73
1,011,011.89/9171044
2,011,011/.02
1,011,011/.30973541
8,011,011/.31
1,011,011/.31/096
1,011,011/.3109493
1,011,011/.31096824
1,011,011/.34
1,011,011/.35/09793
1,011,011/.42
0,011,011/.44
1,011,011/.7309714
10,012,012
0,013,013
1,013,013.378
1,013,013.378485
1,013,013.379094
1,013,013.3790971
1,013,013/.03960730762
1,013,013/.379/09714281
1,013,013/.9777
5,014,014
1,014,014.9438
3,015,015
1,015,015.045/31131
0,015,015.3940310942659
1,015,015.4
0,015,015.41
1,015,015.42
0,015,015.42557
6,015,015.43
1,015,015.43/056
1,015,015.431075
1,015,015.43155
1,015,015.43155034
1,015,015.438
1,015,015.43862031
1,015,015.439031
8,015,015.44
2,015,015.44/34
1,015,015.44/361
1,015,015.44034
1,015,015.44042
1,015,015.449
1,015,015.46
1,015,015.4643031
1,015,015.469
1,015,015.47
3,015,015.492
1,015,015.49202391
0,015,015.493
3,015,015.56
1,015,015.5610310971
2,015,015.5694
1,015,015.5957
1,015,015.6
2,015,015.71
1,015,015.71/03
0,015,015.715
1,015,015.729
9,015,015.73
1,015,015.73/034/08968
1,015,015.73/053
0,015,015.7303508991791
1,015,015.73062/5
1,015,015.74706
2,015,015.793
0,015,015.98
0,015,015/.41
1,015,015/.71
1,015,015/.746/5
1,015,0150.195
54,016,016
1,016,"016,932"
1,016,016. 97291/3
2,016,016.0
1,016,016.0014/4
1,016,016.00151
1,016,016.00151/0968
1,016,016.002
0,016,016.002075
2,016,016.004
2,016,016.00416
1,016,016.0058
1,016,016.011
0,016,016.015
1,016,016.015438
3,016,016.016
1,016,016.01603
1,016,016.01641
1,016,016.01661
1,016,016.016809/88924
2,016,016.016971
4,016,016.02
1,016,016.020004322
1,016,016.0223
1,016,016.02502
1,016,016.02504
1,016,016.025282
1,016,016.026/78
1,016,016.0267
1,016,016.0274437
0,016,016.0276
1,016,016.0276/63
1,016,016.0276251
1,016,016.033
3,016,016.05
6,016,016.051
1,016,016.052
3,016,016.07
5,016,016.0705
0,016,016.0705/092/4
5,016,016.0713
1,016,016.0713089956073
1,016,016.072
0,016,016.072/09034
0,016,016.07209034
0,016,016.077
1,016,016.08
1,016,016.09
6,016,016.091
1,016,016.0910949618
1,016,016.093
4,016,016.0942
1,016,016.0961
1,016,016.09610946
0,016,016.09810973
1,016,016.09811
4,016,016.15
1,016,016.15019/5092
0,016,016.150195
1,016,016.150195092
0,016,016.1501954
1,016,016.1536
1,016,016.1793
1,016,016.181/06
1,016,016.181/07
1,016,016.181/45
1,016,016.18106
0,016,016.184
1,016,016.185
1,016,016.189
2,016,016.191
0,016,016.192
1,016,016.192;121
5,016,016.193
0,016,016.2
1,016,016.21
7,016,016.22
1,016,016.221/48
1,016,016.2214/8
1,016,016.223/8
1,016,016.2254/8
1,016,016.2254/9
1,016,016.2265
1,016,016.227/046
1,016,016.229/4
1,016,016.2299
1,016,016.23
1,016,016.23/0044/092
1,016,016.23/041092
0,016,016.23041092
1,016,016.2329/08
2,016,016.246/55
1,016,016.255/009/02
1,016,016.2612
2,016,016.2612/7
5,016,016.26127
1,016,016.2615/20973
0,016,016.261520973
1,016,016.264
9,016,016.27
1,016,016.2701
0,016,016.2702
1,016,016.2706
1,016,016.271/4
1,016,016.27454/84
2,016,016.276897
0,016,016.282/092
1,016,016.28243339
0,016,016.28272
1,016,016.2842
1,016,016.2842092
0,016,016.2894
0,016,016.2897/47717
1,016,016.2897/4773
0,016,016.2912/15
1,016,016.2943/923
1,016,016.29430951
0,016,016.294382
1,016,016.2945/513
1,016,016.296
1,016,016.2961/55
1,016,016.2961/85
1,016,016.29612
1,016,016.296155
1,016,016.2964/5
1,016,016.2966/8
1,016,016.2968/1
1,016,016.297
1,016,016.299/932
7,016,016.3
1,016,016.3/0024/34
2,016,016.30071073
1,016,016.30072
2,016,016.301
1,016,016.301154
1,016,016.30120924
1,016,016.30129/54
1,016,016.3013/2
1,016,016.30131
0,016,016.30132
1,016,016.3014120943
0,016,016.3014157
1,016,016.30142
0,016,016.3014315072094
1,016,016.301441097
1,016,016.301451/96/073
1,016,016.3022/244
1,016,016.3022244
0,016,016.30223
1,016,016.3034/8273/0561
1,016,016.30348405
2,016,016.3046
1,016,016.3046/63
0,016,016.30523096
1,016,016.3052350943
1,016,016.30526
1,016,016.30526/0973
1,016,016.3054
1,016,016.3054/07
1,016,016.3054/0971/09
1,016,016.3054/0974
0,016,016.30540951
1,016,016.30540973
0,016,016.30540974
4,016,016.30542
1,016,016.30548/6970954
1,016,016.30548/6971
0,016,016.305486970954
1,016,016.3056/87071
5,016,016.3058/924
2,016,016.3058924
1,016,016.3058924071
0,016,016.305896/073
2,016,016.305899205957
1,016,016.306
1,016,016.3064
2,016,016.30644
1,016,016.30676
0,016,016.3069
1,016,016.3071
1,016,016.3077/74/0951
1,016,016.3091/54/04
1,016,016.3092
1,016,016.32
1,016,016.32052
0,016,016.3209593
1,016,016.3209757
0,016,016.3209861
1,016,016.3246/23/0973
7,016,016.324623
1,016,016.325/21/094309043
1,016,016.327
1,016,016.32741051/5/09034
1,016,016.32743
1,016,016.32773056
1,016,016.3299/47
4,016,016.33
0,016,016.33/009/034
0,016,016.330082
0,016,016.3300947
3,016,016.33015/3
1,016,016.330947
3,016,016.33094935
1,016,016.331133
1,016,016.33125/96
0,016,016.332
1,016,016.3337/0959
1,016,016.3337/0973
1,016,016.33379
0,016,016.3354
0,016,016.336222
1,016,016.3380943
1,016,016.3382724094355
0,016,016.338278095694
9,016,016.3389
12,016,016.34
1,016,016.34.005
1,016,016.34/005
1,016,016.34/0082
1,016,016.34/00944
1,016,016.34/009597
1,016,016.34/00972
1,016,016.34/00985
2,016,016.3400947
1,016,016.3405/7/0941
0,016,016.34057
0,016,016.341
1,016,016.341/0265
1,016,016.34123
1,016,016.3415/22
1,016,016.342/73/087
1,016,016.34208/5
1,016,016.34343076
1,016,016.344095
1,016,016.34473/0321
1,016,016.3447301/4133
1,016,016.3447307
1,016,016.34543/009
1,016,016.346/73/013
0,016,016.34607
1,016,016.3467301/34/05
1,016,016.34705
1,016,016.34773/2634
1,016,016.348/73/1
2,016,016.34941
3,016,016.34943
6,016,016.349431
1,016,016.34944
2,016,016.34947
0,016,016.3494935
1,016,016.349561
0,016,016.3499405
0,016,016.351076
1,016,016.3514351
0,016,016.35151076
1,016,016.352.6/8
1,016,016.353
1,016,016.353008/55
1,016,016.35300992
1,016,016.35303/13
1,016,016.355/009
2,016,016.355/0094/0902
1,016,016.3550082
0,016,016.35500820973
1,016,016.35500940902
0,016,016.35500941
1,016,016.35500942
1,016,016.35502
1,016,016.35502/09409033
1,016,016.3550330729
1,016,016.3550335
1,016,016.35522
1,016,016.355411097
1,016,016.361
2,016,016.3610071
1,016,016.3616
0,016,016.36229
1,016,016.36240485
1,016,016.36250971
1,016,016.36273
2,016,016.3628/2
1,016,016.36282
0,016,016.36334
1,016,016.36373/1
0,016,016.363731
1,016,016.3637384
1,016,016.364
1,016,016.364/971
1,016,016.364/973
1,016,016.3643
2,016,016.364943
1,016,016.364976402/1
0,016,016.3661
5,016,016.37
1,016,016.37/05
1,016,016.37019/345
1,016,016.370196
0,016,016.3707
1,016,016.3709714
2,016,016.3719791497
1,016,016.372623
1,016,016.37804
1,016,016.378196
1,016,016.37819623
1,016,016.3782/0973
1,016,016.37871
1,016,016.3791/56/05
0,016,016.382/44/096
1,016,016.38244096
1,016,016.38454/0904
1,016,016.3875
1,016,016.39
1,016,016.390/00971
1,016,016.391
1,016,016.391009
1,016,016.398
2,016,016.398083
2,016,016.3982
1,016,016.3982/0972
1,016,016.3982/0981
0,016,016.3982089924
1,016,016.3982095
0,016,016.39821
1,016,016.4
1,016,016.4019
1,016,016.40193
6,016,016.403
8,016,016.41
1,016,016.41/092/4
1,016,016.410
1,016,016.413/028
4,016,016.415
1,016,016.418/007
2,016,016.42
0,016,016.422
1,016,016.423
1,016,016.427
2,016,016.427/975
1,016,016.427973
1,016,016.4282/09/034
0,016,016.428209034
1,016,016.429
1,016,016.43
1,016,016.433
1,016,016.433/09/032
2,016,016.43309032
2,016,016.437
1,016,016.437/46
1,016,016.438/2
1,016,016.4382
1,016,016.4393/13
1,016,016.4396
5,016,016.44
1,016,016.445
1,016,016.45
1,016,016.46
1,016,016.46798
0,016,016.47
1,016,016.471/1
0,016,016.471/7
2,016,016.477
1,016,016.4771
1,016,016.4791
1,016,016.4791/089/96073
8,016,016.48
0,016,016.491/497
1,016,016.49144
0,016,016.491497
2,016,016.4918
1,016,016.4927
1,016,016.493/1
0,016,016.4931
1,016,016.4943
1,016,016.4945113
1,016,016.495
1,016,016.495/922
1,016,016.497
0,016,016.497452
7,016,016.5
0,016,016.5/092/4
1,016,016.5002092
0,016,016.5009
1,016,016.508
8,016,016.50922
4,016,016.51
1,016,016.510/9
1,016,016.510995
1,016,016.5199
4,016,016.52
1,016,016.52/09/031
2,016,016.5205
1,016,016.5238903
1,016,016.526
1,016,016.53
1,016,016.5304
1,016,016.5304108
1,016,016.537244
17,016,016.538362
3,016,016.5397
7,016,016.54
0,016,016.54/01/12094
1,016,016.540/924
2,016,016.5401
1,016,016.541
2,016,016.5412
1,016,016.54122015118
2,016,016.54128
1,016,016.54139
2,016,016.543
1,016,016.54465
2,016,016.54532
1,016,016.546
2,016,016.548018
1,016,016.55146
2,016,016.5516
1,016,016.55169
0,016,016.5534850994
0,016,016.5554
1,016,016.563/91
1,016,016.5696
1,016,016.572058
5,016,016.57265
1,016,016.57297
1,016,016.57495125
1,016,016.576
1,016,016.5770112
1,016,016.5819
1,016,016.58216
0,016,016.59
1,016,016.59411
1,016,016.598/0941
1,016,016.59909415
1,016,016.6
5,016,016.61
1,016,016.61/0971
1,016,016.610
1,016,016.610/9
1,016,016.61073
0,016,016.610924
0,016,016.61097
1,016,016.612/6
1,016,016.612/78
1,016,016.6126
0,016,016.61278
0,016,016.61325
1,016,016.6145/989
2,016,016.6151
2,016,016.61536
1,016,016.6162
1,016,016.6163/005
1,016,016.61689
0,016,016.61689007
1,016,016.616994
1,016,016.61892
1,016,016.61892/8521
1,016,016.621
1,016,016.6213813
1,016,016.622
0,016,016.62215
1,016,016.62389
0,016,016.630941
0,016,016.632
1,016,016.634
1,016,016.635/21/072054
1,016,016.64150971
0,016,016.65
0,016,016.655
1,016,016.658
1,016,016.658022
0,016,016.6580220973
1,016,016.6583/124
1,016,016.65831520994
1,016,016.6584
1,016,016.6584/02
1,016,016.6584/038
1,016,016.6584/0711
2,016,016.6584/07112
2,016,016.6584/07124
1,016,016.6585/62
1,016,016.6605
1,016,016.6643
0,016,016.664726
1,016,016.669
1,016,016.6762802709448
2,016,016.6862
1,016,016.686209
1,016,016.68620924
1,016,016.68623
10,016,016.7
0,016,016.7'8'092
0,016,016.7/011/8094409034
0,016,016.700904
1,016,016.70403/9712
1,016,016.7074
1,016,016.709
1,016,016.70942
2,016,016.72
1,016,016.72/094
1,016,016.72092
1,016,016.720924
1,016,016.72539
2,016,016.730946
0,016,016.74159
1,016,016.74644/204330942
1,016,016.7507443
1,016,016.759951
1,016,016.76/0092
0,016,016.769
1,016,016.769/922
0,016,016.76952
1,016,016.77
1,016,016.77092/2493
7,016,016.78
1,016,016.78/07/2973
3,016,016.78/092
1,016,016.78/092/2
1,016,016.78/0941
1,016,016.78/09566/2
1,016,016.780/92
1,016,016.78026/6
1,016,016.780266
0,016,016.78089
1,016,016.7809/034
0,016,016.780904
4,016,016.78092
0,016,016.78092/273
0,016,016.78092273
0,016,016.7815/9
0,016,016.781542
0,016,016.781592
1,016,016.78162/13/00266
0,016,016.78164
0,016,016.78164026/6
1,016,016.781640266
0,016,016.781640973/09599
0,016,016.781642/0266
1,016,016.78165
1,016,016.78165/0266
1,016,016.781650266
1,016,016.78166
1,016,016.7817769
0,016,016.782
1,016,016.782/0092
2,016,016.78200263
0,016,016.7820089/924
0,016,016.7820092
1,016,016.7821/092
0,016,016.7821/4
1,016,016.7821026/6
1,016,016.7821026/8
0,016,016.78210266
0,016,016.7821092
0,016,016.78214
0,016,016.782140263
1,016,016.7822/2/092
0,016,016.78222092
0,016,016.78223
1,016,016.782292
1,016,016.7824/3
0,016,016.78242
1,016,016.78242/0943
1,016,016.78242083/0266
1,016,016.78242094
0,016,016.78242164/0975
0,016,016.78242165092
1,016,016.78242166
1,016,016.782421680943
2,016,016.78242168098
0,016,016.78243
0,016,016.7825
0,016,016.7825/026/6
1,016,016.7832/0263
1,016,016.7835
0,016,016.7842
0,016,016.78420266
1,016,016.78423
1,016,016.78449/74738
0,016,016.785
1,016,016.785/621920263
1,016,016.78562192
0,016,016.7857194
1,016,016.7862
2,016,016.7862/0263
1,016,016.7862071
0,016,016.786209469
1,016,016.7864/95
0,016,016.78720973
0,016,016.7887/165092
1,016,016.7887165092
1,016,016.7889/4
1,016,016.78894
1,016,016.7899
1,016,016.7899/1217755
1,016,016.789912
1,016,016.7902/08
1,016,016.7914/05
0,016,016.79143/617
2,016,016.79143/75
1,016,016.79143/75/0943
0,016,016.79143/75/0946
1,016,016.79143/75/0971
3,016,016.79143/750944
1,016,016.791430951
1,016,016.791430951249
0,016,016.79143097291
0,016,016.79143098
0,016,016.79143615
0,016,016.79143652097
0,016,016.791436557
0,016,016.79143657
0,016,016.79143658
1,016,016.7914375
1,016,016.79143750944
0,016,016.79143750971
0,016,016.79144655
1,016,016.79145/750973
0,016,016.7914575
1,016,016.79145750
1,016,016.7927/0941
1,016,016.7941
2,016,016.796/0941
1,016,016.7960941
1,016,016.8
0,016,016.8/211
0,016,016.8/8
1,016,016.801/95092
3,016,016.808
1,016,016.80800902
1,016,016.80851
1,016,016.8088/99282
1,016,016.80880355
1,016,016.80881/4
1,016,016.808819357
1,016,016.80882
0,016,016.80883
0,016,016.80883/9355
0,016,016.80883/99282
0,016,016.80883872
0,016,016.808839352083
1,016,016.809/02
1,016,016.8093876
2,016,016.80993351
4,016,016.81
3,016,016.8108/09282/08996073
1,016,016.810809282
0,016,016.8109/868
0,016,016.8109/9287/08968
3,016,016.811/3
1,016,016.811/5/4
1,016,016.81154
1,016,016.812009/9287
1,016,016.813
1,016,016.813/08108/00835
1,016,016.813/085
1,016,016.813/087208
1,016,016.813/52
1,016,016.813/54
1,016,016.813008/03520816
3,016,016.81352
1,016,016.81354
2,016,016.818/5/209
1,016,016.818/5409
1,016,016.82
2,016,016.82/08
1,016,016.82/08/001
2,016,016.82/09
1,016,016.8208/0358
0,016,016.8208094
1,016,016.8208096897
1,016,016.8208358
1,016,016.8209
0,016,016.82099287
1,016,016.821/0440803
4,016,016.821/1
0,016,016.821/3
1,016,016.821/308
2,016,016.821/4
0,016,016.821/7
1,016,016.821/8
1,016,016.821008/09287
5,016,016.8211
1,016,016.821809
0,016,016.821912
1,016,016.822/041
2,016,016.823
1,016,016.823/08733089287
0,016,016.823/5
1,016,016.823/808032
1,016,016.823/912
1,016,016.8235
1,016,016.823912
1,016,016.8275
0,016,016.828/07
2,016,016.828/91209
1,016,016.828809
1,016,016.828912
1,016,016.829
3,016,016.83
1,016,016.8308
1,016,016.8308/09436/09041
1,016,016.8308/094371
2,016,016.8308005
3,016,016.8309
2,016,016.83090
1,016,016.8309001
1,016,016.831/21
1,016,016.831/6
1,016,016.831/912
1,016,016.8315
1,016,016.8316
1,016,016.832
1,016,016.832008/094366
1,016,016.83291
1,016,016.833/3/09382
1,016,016.833/912
2,016,016.833912
1,016,016.838/809
1,016,016.838/9/1208
2,016,016.838/91409
0,016,016.83812
1,016,016.838912
1,016,016.83891209
1,016,016.839/1
0,016,016.839/6
1,016,016.839630080382
1,016,016.84
1,016,016.84/09/004
0,016,016.8409
1,016,016.8409008
1,016,016.8411
1,016,016.8417
1,016,016.842914
1,016,016.843/7
1,016,016.843/8
0,016,016.84391080324414
1,016,016.848/7/09
1,016,016.848509
1,016,016.849/1040902
2,016,016.85
1,016,016.8508
0,016,016.8508/0091
1,016,016.85080091
2,016,016.86
1,016,016.8609
1,016,016.862
2,016,016.8623
1,016,016.863/3
1,016,016.863008/09287
0,016,016.86300809287
1,016,016.868/3/09
0,016,016.868640099287
1,016,016.8709003
1,016,016.8709411
9,016,016.88
2,016,016.89
1,016,016.891/55
1,016,016.8915511
1,016,016.8917
0,016,016.891708004
0,016,016.89171/42
1,016,016.8918/52
1,016,016.89186
1,016,016.8924
1,016,016.894511
1,016,016.8951/08
22,016,016.9
0,016,016.907/2022
1,016,016.909
5,016,016.90904924
1,016,016.90909767
1,016,016.909097671
0,016,016.90982
1,016,016.91
1,016,016.910/285
0,016,016.91046
1,016,016.91091634
